1,1,5056,1,5106,2,5107,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,-1,0,50,50,100,67,TRUE,TRUE,FALSE
1,1,2546,1,5056,1,5361,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,5,1,50,100,100,100,TRUE,TRUE,FALSE
1,2,1602,1,5056,1,5361,1,5432,1,0,0,0,0,0,0,0,0,0,0,2,1,5,1,50,100,100,100,TRUE,TRUE,FALSE
1,2,2355,1,5056,2,5275,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,5,1,50,100,100,100,TRUE,TRUE,FALSE
1,3,5091,1,5056,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,-1,0,50,50,100,67,TRUE,TRUE,FALSE
1,3,1750,1,5056,2,5361,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,5,1,50,100,100,100,TRUE,TRUE,FALSE
1,3,2380,1,5056,1,5091,1,5482,1,0,0,0,0,0,0,0,0,0,0,2,1,5,1,50,100,100,100,TRUE,TRUE,FALSE
1,4,2430,1,5056,1,5361,1,5482,1,0,0,0,0,0,0,0,0,0,0,2,1,5,1,50,100,100,100,TRUE,TRUE,FALSE
1,4,2315,1,5056,1,5091,1,5361,1,0,0,0,0,0,0,0,0,0,0,2,1,5,1,50,100,100,100,TRUE,TRUE,FALSE
1,5,2328,1,5056,1,5361,1,5482,1,0,0,0,0,0,0,0,0,0,0,2,1,5,1,50,100,100,100,TRUE,TRUE,FALSE
1,5,2341,1,5056,1,5324,1,5361,1,0,0,0,0,0,0,0,0,0,0,2,1,5,1,50,100,100,100,TRUE,TRUE,FALSE
1,5,2367,1,5056,1,5361,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,5,1,50,100,100,100,TRUE,TRUE,FALSE
1,6,2507,1,5056,1,5361,1,5258,1,0,0,0,0,0,0,0,0,0,0,2,1,5,1,50,100,100,100,TRUE,TRUE,FALSE
1,6,2481,1,5056,2,5361,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,5,1,50,100,100,100,TRUE,TRUE,FALSE
1,7,1603,1,5056,1,5275,1,5432,1,0,0,0,0,0,0,0,0,0,0,2,1,5,1,50,100,100,100,TRUE,TRUE,FALSE
1,7,2392,1,5056,1,5091,1,5361,1,0,0,0,0,0,0,0,0,0,0,2,1,5,1,50,100,100,100,TRUE,TRUE,FALSE
